dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,DIC,Inorganic carbon,,Dissolved,285.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,DIC,Inorganic carbon,,Dissolved,227.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,DOC,Organic carbon,,Filterable,600.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,DOC,Organic carbon,,Filterable,1197.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,DOC,Organic carbon,,Filterable,1271.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,DOC,Organic carbon,,Filterable,2317.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,FE,Iron,as Fe,Filterable,0.41000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,FE,Iron,as Fe,Filterable,0.31000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,FE,Iron,as Fe,Filterable,0.25000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,FE,Iron,as Fe,Filterable,0.03000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,K,Potassium,as K,Filterable,0.43000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,K,Potassium,as K,Filterable,0.38000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,K,Potassium,as K,Filterable,0.42000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,K,Potassium,as K,Filterable,0.83000,mg/L,,,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,MG,Magnesium,as Mg,Filterable,0.28000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,MG,Magnesium,as Mg,Filterable,0.66000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,MG,Magnesium,as Mg,Filterable,0.39000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,MG,Magnesium,as Mg,Filterable,0.70000,mg/L,,,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,MN,Manganese,as Mn,Filterable,0.01550,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,NA,Sodium,as Na,Filterable,0.57000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,NA,Sodium,as Na,Filterable,1.34000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,NA,Sodium,as Na,Filterable,0.87000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,NA,Sodium,as Na,Filterable,1.10000,mg/L,,,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,NO2,Nitrite,as N,Filterable,1.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,NO2,Nitrite,as N,Filterable,0.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,NO2,Nitrite,as N,Filterable,0.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,NO2,Nitrite,as N,Filterable,0.00000,ug/L,,,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,NO3,Nitrate,as N,Filterable,0.00000,ug/L,,,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,NO3,Nitrate,as N,Filterable,22.00000,ug/L,,,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,NO3,Nitrate,as N,Filterable,28.00000,ug/L,,,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,NO3,Nitrate,as N,Filterable,42.00000,ug/L,,,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,PARTC,Carbon,as C,Non-Filterable (Particle),399.60000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,PARTC,Carbon,as C,Non-Filterable (Particle),325.40000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,PARTC,Carbon,as C,Non-Filterable (Particle),244.70000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,PARTC,Carbon,as C,Non-Filterable (Particle),1029.00000,ug/L,,,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),85.90000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),21.20000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),28.20000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),43.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),3.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),10.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,PH,pH,,Unfiltered,4.22500,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,PH,pH,,Unfiltered,6.01200,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,PH,pH,,Unfiltered,4.98700,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,PH,pH,,Unfiltered,6.68600,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,SO4,Sulfate,as SO4,Filterable,1.79000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,SO4,Sulfate,as SO4,Filterable,1.77000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,SO4,Sulfate,as SO4,Filterable,1.24000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,SO4,Sulfate,as SO4,Filterable,0.26000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,SRSI,"Silica, reactive",as Si,Dissolved,3.40600,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,SRSI,"Silica, reactive",as Si,Dissolved,4.41900,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,SRSI,"Silica, reactive",as Si,Dissolved,3.47000,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,SRSI,"Silica, reactive",as Si,Dissolved,2.56400,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-08,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.70000,ug/L,,,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-08,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,10.90000,ug/L,,,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-08,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,12.00000,ug/L,,,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-08,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,25.80000,ug/L,,,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,ALK,"Alkalinity, total",,Unfiltered,0.00000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,ALK,"Alkalinity, total",,Unfiltered,148.60000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,ALK,"Alkalinity, total",,Unfiltered,20.00000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,ALK,"Alkalinity, total",,Unfiltered,160.20000,ueq/L,,,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,CA,Calcium,as Ca,Filterable,2.79000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,CA,Calcium,as Ca,Filterable,1.35000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,CA,Calcium,as Ca,Filterable,2.91000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,CA,Calcium,as Ca,Filterable,0.96000,mg/L,,,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,CL,Chloride,as Cl,Filterable,0.13000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,CL,Chloride,as Cl,Filterable,0.14000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,CL,Chloride,as Cl,Filterable,0.21000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,CL,Chloride,as Cl,Filterable,0.24000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,COND,Conductivity,,Unfiltered,24.80000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,COND,Conductivity,,Unfiltered,18.60000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,COND,Conductivity,,Unfiltered,24.70000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,COND,Conductivity,,Unfiltered,29.60000,uS/cm,,,0.05,uS/cm,Method Detection Level,,ELA-Cond,Radiometer CDM 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,DIC,Inorganic carbon,,Dissolved,263.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,DIC,Inorganic carbon,,Dissolved,235.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,DIC,Inorganic carbon,,Dissolved,294.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,DIC,Inorganic carbon,,Dissolved,187.00000,umol/L,,,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,DOC,Organic carbon,,Filterable,313.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,DOC,Organic carbon,,Filterable,591.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,DOC,Organic carbon,,Filterable,669.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,DOC,Organic carbon,,Filterable,1306.00000,umol/L,,,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2018-05-15,,,FE,Iron,as Fe,Filterable,0.59000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2018-05-15,,,FE,Iron,as Fe,Filterable,0.36000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2018-05-15,,,FE,Iron,as Fe,Filterable,0.26000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2018-05-15,,,FE,Iron,as Fe,Filterable,0.03000,mg/L,,,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
