dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,DIC,Inorganic carbon,,Dissolved,46.00000,umol/L,0.00,1.50,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,DOC,Organic carbon,,Filterable,684.00000,umol/L,0.00,1.50,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN	,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,DOC,Organic carbon,,Filterable,714.00000,umol/L,0.00,1.50,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN	,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,FE,Iron,as Fe,Filterable,0.06000,mg/L,0.00,1.50,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,FE,Iron,as Fe,Filterable,0.04000,mg/L,0.00,1.50,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,K,Potassium,as K,Filterable,0.00000,mg/L,0.00,1.50,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,K,Potassium,as K,Filterable,0.00000,mg/L,0.00,1.50,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,MG,Magnesium,as Mg,Filterable,0.46000,mg/L,0.00,1.50,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,MG,Magnesium,as Mg,Filterable,0.46000,mg/L,0.00,1.50,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,MN,Manganese,as Mn,Filterable,0.00140,mg/L,0.00,1.50,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,MN,Manganese,as Mn,Filterable,0.00220,mg/L,0.00,1.50,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NA,Sodium,as Na,Filterable,0.94000,mg/L,0.00,1.50,0.0160,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NA,Sodium,as Na,Filterable,0.89000,mg/L,0.00,1.50,0.0160,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NH3,Ammonia,as N,Filterable,5.00000,ug/L,0.00,1.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NH3,Ammonia,as N,Filterable,5.00000,ug/L,0.00,1.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NO2,Nitrite,as N,Filterable,1.00000,ug/L,0.00,1.50,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NO2,Nitrite,as N,Filterable,1.00000,ug/L,0.00,1.50,0.46,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NO3,Nitrate,as N,Filterable,2.00000,ug/L,0.00,1.50,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,NO3,Nitrate,as N,Filterable,4.00000,ug/L,0.00,1.50,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),2783.80000,ug/L,0.00,1.50,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),2722.40000,ug/L,0.00,1.50,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),384.10000,ug/L,0.00,1.50,15,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),396.90000,ug/L,0.00,1.50,15,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),20.00000,ug/L,0.00,1.50,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),21.00000,ug/L,0.00,1.50,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PH,pH,,Unfiltered,7.71900,,0.00,1.50,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,PH,pH,,Unfiltered,7.47100,,0.00,1.50,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,SO4,Sulfate,as SO4,Filterable,0.67000,mg/L,0.00,1.50,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,SO4,Sulfate,as SO4,Filterable,0.65000,mg/L,0.00,1.50,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,SRSI,"Silica, reactive",as Si,Dissolved,0.38900,mg/L,0.00,1.50,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,SRSI,"Silica, reactive",as Si,Dissolved,0.38900,mg/L,0.00,1.50,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,419.00000,ug/L,0.00,1.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,396.00000,ug/L,0.00,1.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,9.67100,ug/L,0.00,1.50,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-08-21,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,9.19000,ug/L,0.00,1.50,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,ALK,"Alkalinity, total",,Unfiltered,101.40000,ueq/L,0.00,2.50,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System	,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,CA,Calcium,as Ca,Filterable,1.51000,mg/L,0.00,2.50,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,CHLA,Chlorophyll a,,Suspended,42.27000,ug/L,0.00,2.50,,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,CL,Chloride,as Cl,Filterable,0.18000,mg/L,0.00,2.50,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,DIC,Inorganic carbon,,Dissolved,74.00000,umol/L,0.00,2.50,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,DOC,Organic carbon,,Filterable,698.00000,umol/L,0.00,2.50,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,FE,Iron,as Fe,Filterable,0.07000,mg/L,0.00,2.50,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,K,Potassium,as K,Filterable,0.00000,mg/L,0.00,2.50,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,MG,Magnesium,as Mg,Filterable,0.45000,mg/L,0.00,2.50,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,2.50,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,NA,Sodium,as Na,Filterable,0.94000,mg/L,0.00,2.50,0.0160,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,NH3,Ammonia,as N,Filterable,1.00000,ug/L,0.00,2.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,NO2,Nitrite,as N,Filterable,0.00000,ug/L,0.00,2.50,0.9,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,NO3,Nitrate,as N,Filterable,1.00000,ug/L,0.00,2.50,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),3746.00000,ug/L,0.00,2.50,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),492.40000,ug/L,0.00,2.50,15,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),29.00000,ug/L,0.00,2.50,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,PH,pH,,Unfiltered,6.77800,,0.00,2.50,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,SO4,Sulfate,as SO4,Filterable,0.70000,mg/L,0.00,2.50,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,SRSI,"Silica, reactive",as Si,Dissolved,0.39100,mg/L,0.00,2.50,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,387.00000,ug/L,0.00,2.50,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-05,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,9.24800,ug/L,0.00,2.50,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,ALK,"Alkalinity, total",,Unfiltered,94.00000,ueq/L,0.00,3.25,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System	,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,CA,Calcium,as Ca,Filterable,1.40000,mg/L,0.00,3.25,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,CHLA,Chlorophyll a,,Suspended,38.05000,ug/L,0.00,3.25,,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,CL,Chloride,as Cl,Filterable,0.17000,mg/L,0.00,3.25,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,DIC,Inorganic carbon,,Dissolved,117.00000,umol/L,0.00,3.25,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,DOC,Organic carbon,,Filterable,693.00000,umol/L,0.00,3.25,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,FE,Iron,as Fe,Filterable,0.08000,mg/L,0.00,3.25,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,K,Potassium,as K,Filterable,0.00000,mg/L,0.00,3.25,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,MG,Magnesium,as Mg,Filterable,0.45000,mg/L,0.00,3.25,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,3.25,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,NA,Sodium,as Na,Filterable,0.86000,mg/L,0.00,3.25,0.0160,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,NH3,Ammonia,as N,Filterable,5.00000,ug/L,0.00,3.25,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,NO2,Nitrite,as N,Filterable,0.00000,ug/L,0.00,3.25,0.9,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,NO3,Nitrate,as N,Filterable,1.00000,ug/L,0.00,3.25,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),3509.70000,ug/L,0.00,3.25,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),442.10000,ug/L,0.00,3.25,15,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),34.00000,ug/L,0.00,3.25,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,PH,pH,,Unfiltered,6.39800,,0.00,3.25,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,SO4,Sulfate,as SO4,Filterable,0.76000,mg/L,0.00,3.25,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,SRSI,"Silica, reactive",as Si,Dissolved,0.46100,mg/L,0.00,3.25,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,388.00000,ug/L,0.00,3.25,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-09-18,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,9.99100,ug/L,0.00,3.25,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu 1601 scanning spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,ALK,"Alkalinity, total",,Unfiltered,85.60000,ueq/L,0.00,2.75,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System	,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,CA,Calcium,as Ca,Filterable,1.40000,mg/L,0.00,2.75,0.0053,mg/L,Method Detection Level,,UA-ICP,University of Alberta,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,CHLA,Chlorophyll a,,Suspended,19.27000,ug/L,0.00,2.75,,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,CL,Chloride,as Cl,Filterable,0.17000,mg/L,0.00,2.75,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,DIC,Inorganic carbon,,Dissolved,111.00000,umol/L,0.00,2.75,,umol/L,Method Detection Level,,ELA-DIC,LI-820 LiCor gas analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,DOC,Organic carbon,,Filterable,755.00000,umol/L,0.00,2.75,40,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,FE,Iron,as Fe,Filterable,0.06000,mg/L,0.00,2.75,0.0161,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,K,Potassium,as K,Filterable,0.00000,mg/L,0.00,2.75,0.0092,mg/L,Method Detection Level,,UA-ICP,University of Alberta,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,MG,Magnesium,as Mg,Filterable,0.45000,mg/L,0.00,2.75,0.0103,mg/L,Method Detection Level,,UA-ICP,University of Alberta,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,2.75,0.0145,mg/L,Method Detection Level,,UA-ICP,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,NA,Sodium,as Na,Filterable,0.80000,mg/L,0.00,2.75,0.0160,mg/L,Method Detection Level,,UA-ICP,University of Alberta,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,NH3,Ammonia,as N,Filterable,4.00000,ug/L,0.00,2.75,4.4,ug/L,Method Detection Level,,ELA-TDN/NH3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,NO2,Nitrite,as N,Filterable,0.00000,ug/L,0.00,2.75,1.8,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,NO3,Nitrate,as N,Filterable,3.00000,ug/L,0.00,2.75,1.12,ug/L,Method Detection Level,,ELA-NO2/NO3,Autoanalyzer II,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),2804.00000,ug/L,0.00,2.75,41.5,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),333.60000,ug/L,0.00,2.75,15,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),27.00000,ug/L,0.00,2.75,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2017-10-02,,epi,PH,pH,,Unfiltered,6.35500,,0.00,2.75,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
