dataset_name,site,stream_name,activity_media_name,activity_start_date,date_type,mean_daily_discharge,result_unit,qualifier,comments,version,update_date
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-06,mean_date,0.0001,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-07,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-08,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-09,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-10,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-11,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-12,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-13,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-14,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-15,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-16,mean_date,0.0001,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-17,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-18,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-19,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-20,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-21,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-22,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-23,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-24,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-25,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-26,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-27,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-28,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-29,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-30,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-01-31,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-01,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-02,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-03,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-04,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-05,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-06,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-07,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-08,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-09,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-10,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-11,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-12,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-13,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-14,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-15,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-16,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-17,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-18,mean_date,0.0000,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-19,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-20,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-21,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-22,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-23,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-24,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-25,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-26,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-27,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-28,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-02-29,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-01,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-02,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-03,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-04,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-05,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-06,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-07,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-08,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-09,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-10,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-11,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-12,mean_date,0.0000,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-13,mean_date,0.0000,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-14,mean_date,0.0000,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-15,mean_date,0.0000,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-16,mean_date,0.0000,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-17,mean_date,0.0000,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-18,mean_date,0.0001,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-19,mean_date,0.0001,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-20,mean_date,0.0002,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-21,mean_date,0.0002,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-22,mean_date,0.0003,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-23,mean_date,0.0004,cubic metres per second reported to four decimal places,"ice conditions:  Indicates that ice conditions above, below or in the control structure may have affected the quality of record.  ""B"" values should be considered as a best estimate only.",,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-24,mean_date,0.0005,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-25,mean_date,0.0007,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-26,mean_date,0.0008,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-27,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-28,mean_date,0.0013,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-29,mean_date,0.0017,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-30,mean_date,0.0022,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-03-31,mean_date,0.0022,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-01,mean_date,0.0020,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-02,mean_date,0.0019,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-03,mean_date,0.0018,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-04,mean_date,0.0017,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-05,mean_date,0.0016,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-06,mean_date,0.0015,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-07,mean_date,0.0014,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-08,mean_date,0.0013,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-09,mean_date,0.0013,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-10,mean_date,0.0012,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-11,mean_date,0.0011,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-12,mean_date,0.0010,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-13,mean_date,0.0011,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-14,mean_date,0.0019,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-15,mean_date,0.0032,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-16,mean_date,0.0049,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-17,mean_date,0.0070,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-18,mean_date,0.0097,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-19,mean_date,0.0130,cubic metres per second reported to four decimal places,interpolated value:  This indicates a value or string of values that were estimated by linear interpolation between observed values.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-20,mean_date,0.0161,cubic metres per second reported to four decimal places,manual gauge observation:  Indicates that the stated value is an estimate based on one or more readings or in combination with partial recorded record.,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-21,mean_date,0.0149,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-22,mean_date,0.0126,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-23,mean_date,0.0097,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-24,mean_date,0.0095,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-25,mean_date,0.0085,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-26,mean_date,0.0066,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-27,mean_date,0.0045,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-28,mean_date,0.0032,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-29,mean_date,0.0027,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-04-30,mean_date,0.0023,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-05-01,mean_date,0.0020,cubic metres per second reported to four decimal places,,,,2017-10-03
MEAN DAILY DISCHARGES,Site1,StreamB - inflow to Site1 lake,Stream Water,2016-05-02,mean_date,0.0017,cubic metres per second reported to four decimal places,,,,2017-10-03
